Company,Geography, Excel ID 
"Rongan Property Co.,Ltd.",APAC,IQ36111817
China Everbright Environment Group Limited,APAC,IQ9709409
"Beijing Financial Street Investment Group Co., Ltd.",APAC,IQ205571436
"THK Co., Ltd.",APAC,IQ883920
"Liaoning Cheng Da Co., Ltd.",APAC,IQ5555758
"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd.",APAC,IQ9237590
Bensteel Group Corporation Limited,APAC,IQ206791422
Pressance Corporation,APAC,IQ5825016
"Shanghai Aerospace Automobile Electromechanical Co., Ltd.",APAC,IQ5632805
"LGI Homes, Inc.",N. America,IQ99856262
"Fuzhou Urban Rural Construction Group Co.,Ltd",APAC,IQ223993524
"Wooree Lighting Co.,Ltd",APAC,IQ9617537
"Xizang Tianlu Co., Ltd.",APAC,IQ9768768
Grange Resources Limited,APAC,IQ49169132
"Hubei Fuxing Science and Technology Co.,Ltd",APAC,IQ6507714
"Monalisa Group CO.,Ltd",APAC,IQ374385156
"Zhejiang Yankon Group Co., Ltd.",APAC,IQ20384643
Shandong Iron and Steel Company Ltd.,APAC,IQ12962318
"Chong Qing Liang Jiang New Area Development & Investment Group Co.,Ltd.",APAC,IQ183717367
"Zhejiang Changxing Financial Holding Group Co.,Ltd.",APAC,IQ580780134
Quhuo Limited,APAC,IQ254825467
DongFeng Automobile Co. LTD,APAC,IQ5493465
"Taixing City Investment Development Group Co.,Ltd",APAC,IQ694486424
"Pangang Group Vanadium & Titanium Resources Co., Ltd.",APAC,IQ20357771
Tianneng Power International Limited,APAC,IQ34455146
Sanyo Homes Corporation,APAC,IQ5885787
"HITO-Communications Holdings,Inc.",APAC,IQ47053689
STX Corporation,APAC,IQ1213270
"Xiamen Hexing Packaging Printing Co., Ltd.",APAC,IQ44152278
"Lingyuan Iron & Steel Co., Ltd.",APAC,IQ11312490
Hangzhou Xiaoshan State Owned Assets Management Group Co.Ltd,APAC,IQ205730181
Guanghui Logistics Co.Ltd,APAC,IQ133553604
"Handan Transportation Investment Group Co., Ltd.",APAC,IQ713060018
Orient Overseas (International) Limited,APAC,IQ4497238
"Xiamen ITG Group Corp.,Ltd",APAC,IQ5537059
PT Fajar Surya Wisesa Tbk,APAC,IQ3590782
Daebang Construction Co. Ltd.,APAC,IQ99804903
"Lhasa City Construction Investment and Management Co.,Ltd.",APAC,IQ381339855
"Hangzhou Communications Investment Group Co.,Ltd.",APAC,IQ226425299
Chongqing Iron & Steel Company Limited,APAC,IQ8275345
"Guangxi Jingui Pulp&Paper Co.,Ltd.",APAC,IQ272363039
Leading Holdings Group Limited,APAC,IQ694962828
Continental Aktiengesellschaft,EMEA,IQ410366
"XinJiang Ba Yi Iron & Steel Co.,Ltd.",APAC,IQ5515969
"China Railway Tielong Container Logistics Co., Ltd",APAC,IQ9829271
"Titan Wind Energy (Suzhou) Co.,Ltd",APAC,IQ98639764
"SolarEdge Technologies, Inc.",EMEA,IQ39461021
China National Building Material Company Limited,APAC,IQ9274012
Arbonia AG,EMEA,IQ877983
"Shanxi Coking Co., Ltd.",APAC,IQ6485821
"Froch Enterprise Co., Ltd.",APAC,IQ12719152
"Beijing Xingchuang Investment Co.,Ltd",APAC,IQ143419022
Zhangjiagang Free Trade Zone Jingang Asset Operation Company Limited,APAC,IQ140771371
"FAW Jiefang Group Co.,Ltd",APAC,IQ5504712
"Xiamen Torch Group Co.,Ltd.",APAC,IQ141388970
"Decai Decoration CO.,LTD",APAC,IQ646159534
Sinochem International Corporation,APAC,IQ9794094
"Shaanxi Xixian New Area Development Group Co., Ltd.",APAC,IQ580400918
China Marine Information Electronics Company Limited,APAC,IQ12708867
"COSCO SHIPPING Holdings Co., Ltd.",APAC,IQ26003482
Changsha High-Tech Holding Group Company Limited,APAC,IQ143350227
China Steel Corporation,APAC,IQ874243
China Jinmao Holdings Group Limited,APAC,IQ36113124
"Guangzhou Seagull Kitchen and Bath Products Co., Ltd.",APAC,IQ30007075
"Danyang Investment Group Co.,Ltd",APAC,IQ206632692
"Chongqing Longhu Development Co.,Ltd",APAC,IQ85064623
SpiceJet Limited,APAC,IQ13225855
"Shaanxi Blower (Group) Co., Ltd.",APAC,IQ59371697
"Southland Holdings, Inc.",N. America,IQ234118124
Deep Source Holdings Limited,APAC,IQ878527
Zhenjiang City Construction Industry Group Company Limited,APAC,IQ5491770
"Qidong State Owned Assets Investment Holding Co., Ltd.",APAC,IQ59072030
"Tama Home Co., Ltd.",APAC,IQ22710998
"Industrias CH, S. A. B. de C. V.",N. America,IQ9476468
"Guangdong Zhongnan Iron and Steel Co., Ltd.",APAC,IQ5502582
"Xinte Energy Co., Ltd.",APAC,IQ282009943
"TOP Engineering Co., Ltd",APAC,IQ9549688
"Bohai Automotive Systems CO., LTD.",APAC,IQ11341781
"Shanghai YongLi Belting Co., Ltd",APAC,IQ84933366
"Wonik IPS Co., Ltd.",APAC,IQ317005869
Di Dong Il Corporation,APAC,IQ5670280
Nanjing Xingang Development Corporation,APAC,IQ182029686
Hyosung Corporation,APAC,IQ2458052
"BBMG Jidong Cement Group Co., Ltd",APAC,IQ5637277
CCCC Investment Company Limited,APAC,IQ37443250
"Jinan Hi-tech Holding Group Co., Ltd.",APAC,IQ45823380
Maanshan Iron & Steel Company Limited,APAC,IQ4909783
Fountain Set (Holdings) Limited,APAC,IQ4480925
E-Commodities Holdings Limited,APAC,IQ100473065
"China West Construction Group Co., Ltd",APAC,IQ74922672
G J Steel Public Company Limited,APAC,IQ3596818
PT Waskita Karya (Persero) Tbk,APAC,IQ32989878
"Ishizuka Glass Co., Ltd.",APAC,IQ880873
"Gansu Shangfeng Cement Co.,Ltd",APAC,IQ217089261
"Hainan Airport Infrastructure Co., Ltd",APAC,IQ9794142
Wheels Up Experience Inc.,N. America,IQ250459761
Hexaom S.A.,EMEA,IQ155703
Highwealth Construction Corp.,APAC,IQ9829366
"Grupo Simec, S.A.B. de C.V.",N. America,IQ395778
"Orient International (Holding) Co., Ltd.",APAC,IQ22454552
"Anhui International Trade Group (Holding) Co.,Ltd",APAC,IQ44461399
"Kato Works Co.,Ltd.",APAC,IQ874272
"Shougang Group Co.,Ltd",APAC,IQ5471051
N.V. Nederlandse Spoorwegen,EMEA,IQ4497147
China Overseas Grand Oceans Group Limited,APAC,IQ4468139
"YC Inox Co.,Ltd",APAC,IQ9830222
ZIM Integrated Shipping Services Ltd.,EMEA,IQ13461755
"Anyang Iron & Steel Group Co., Ltd.",APAC,IQ90526165
"HBIS Resources Co., Ltd.",APAC,IQ12763366
"Tongling Construction Investment Holding Co.,Ltd.",APAC,IQ58088704
"MDM Plus Co., Ltd.",APAC,IQ544508498
"Yuen Chang Stainless Steel Co., Ltd.",APAC,IQ279383695
"SPG Rizhao Port Group Co., Ltd",APAC,IQ140714613
ShinYoung Co. Ltd.,APAC,IQ108805970
"Zhongguancun Development Group Co., Ltd.",APAC,IQ137641478
"Jiangsu Yueda Investment Co., Ltd.",APAC,IQ9735952
Public Joint Stock Company Magnitogorsk Iron & Steel Works,EMEA,IQ9681745
"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",APAC,IQ878635
"KCF Technologies Co.,Ltd.",APAC,IQ532397999
"Yutaka Giken Co.,Ltd.",APAC,IQ884044
"COSCO SHIPPING Development Co., Ltd.",APAC,IQ5479768
China Overseas Land & Investment Limited,APAC,IQ878481
"Tainan Spinning Co., Ltd.",APAC,IQ9794195
Nexity SA,EMEA,IQ1779942
"Shijiazhuang ChangShan BeiMing Technology Co.,Ltd",APAC,IQ20359629
"North Industries Group Red Arrow Co., Ltd",APAC,IQ146136424
"Xiamen ITG Holding Group Co.,Ltd",APAC,IQ118100375
"IS DongSeo Co., Ltd.",APAC,IQ5646617
"Dynagreen Environmental Protection Group Co., Ltd.",APAC,IQ265671209
"TCL Zhonghuan Renewable Energy Technology Co.,Ltd.",APAC,IQ35986812
Sumec Corporation Limited,APAC,IQ5794701
"Hunan Valin Steel Co., Ltd.",APAC,IQ9682619
"Nantong City Construction Group Co., Ltd.",APAC,IQ316282340
PT Wijaya Karya (Persero) Tbk,APAC,IQ26878134
"Xinxing Ductile Iron Pipes Co., Ltd.",APAC,IQ5545420
"Huaibei Mining Holdings Co.,Ltd.",APAC,IQ118744309
Pasona Group Inc.,APAC,IQ6442783
"FangDa Carbon New Material Co.,Ltd",APAC,IQ9735977
SEMES Co. Ltd.,APAC,IQ85140863
"Jiangsu Haisheng Holding Group Co., Ltd.",APAC,IQ261719277
"Xi'an Industrial Investment Group Co., Ltd.",APAC,IQ39797481
Canfor Corporation,N. America,IQ875105
CLK Corporation,APAC,IQ5533988
Angang Steel Company Limited,APAC,IQ5478359
Western Forest Products Inc.,N. America,IQ873783
Zhengye International Holdings Company Limited,APAC,IQ128166826
Ansteel Group Corporation Limited,APAC,IQ279975755
Italian-Thai Development Public Company Limited,APAC,IQ878835
Lendlease Group,APAC,IQ722005
"Tengzhou City Stated Owned Assets Management Co.,Ltd.",APAC,IQ145150793
Juki Corporation,APAC,IQ880887
"Hangzhou Xiaoshan Qianjiang Century City Development Construction Co.,Ltd",APAC,IQ329091772
"Shaoxing Shangyu State-Owned Capital Investment and Operation Co.,Ltd",APAC,IQ412830779
"Shandong Hi-Tech Innovation Construction Investment Group Co., Ltd.",APAC,IQ304692709
Triumph Science & Technology Group Company,APAC,IQ550268293
"Gold East Paper(Jiangsu)Co.,Ltd.",APAC,IQ5491119
"China National Building Material Group Co., Ltd.",APAC,IQ46892864
"Zhuhai Port Co.,Ltd.",APAC,IQ9794159
Hoa Sen Group,APAC,IQ40220561
China XD Group Corporation,APAC,IQ8859514
Hangzhou Linping City Construction Group Corporation Limited,APAC,IQ263432999
Deutsche Bahn AG,EMEA,IQ1537973
Luossavaara-Kiirunavaara AB (publ),EMEA,IQ874410
JM AB (publ),EMEA,IQ2456722
"China Master Logistics Co., Ltd.",APAC,IQ127861290
"Jiuquan Iron and Steel (Group) Co., Ltd.",APAC,IQ26022209
"Fujian Furi Electronics Co.,Ltd",APAC,IQ5704113
"HMM Co.,Ltd",APAC,IQ2444242
"Taeyoung Engineering & Construction Co.,Ltd.",APAC,IQ4509111
Holcim AG,EMEA,IQ410180
Texwinca Holdings Limited,APAC,IQ878184
"Logory Logistics Technology Co., Ltd.",APAC,IQ1826158803
Techcross Inc.,APAC,IQ107584600
"Xiamen Yu Chau Hung Real Estate Development Co.,Ltd.",APAC,IQ79712936
Avarga Limited,APAC,IQ4481258
"Jinneng Holding Equipment Manufacturing Group Co.,Ltd.",APAC,IQ12962687
SNC Former Public Company Limited,APAC,IQ20359982
"The Sumitomo Warehouse Co., Ltd.",APAC,IQ880706
HC Group Inc.,APAC,IQ9833977
Altareit SCA,EMEA,IQ12455052
"CIMC Vehicles (Group) Co., Ltd.",APAC,IQ46786191
PNC Infratech Limited,APAC,IQ40180686
"CCCC Construction Group Co., Ltd",APAC,IQ58811963
"Yieh Phui Enterprise Co., Ltd.",APAC,IQ9844438
"Beijing Capital Group Co., Ltd.",APAC,IQ9407745
YIT Oyj,EMEA,IQ874934
Anshan Iron and Steel Group Corporation,APAC,IQ5468473
"Guangdong KinLong Hardware Products Co.,Ltd.",APAC,IQ262829097
"Beijing Originwater Technology Co., Ltd.",APAC,IQ61903871
"Beijing Urban Construction Design & Development Group Co., Limited",APAC,IQ266730104
Shenyang Jinbei Automotive Company Limited,APAC,IQ7925104
"Sansteel MinGuang Co.,Ltd.,Fujian",APAC,IQ30900249
"THOR Industries, Inc.",N. America,IQ308299
"Nanjing Science and Technology Innovation Investment Co., Ltd.",APAC,IQ693289480
Jiangsu Liyang High-tech Zone Holding Group Co.Ltd,APAC,IQ539118816
"Zhejiang Jianfeng Group Co., Ltd.",APAC,IQ5435103
"Commercial Vehicle Group, Inc.",N. America,IQ10028455
"Feng Hsin Steel Co., Ltd.",APAC,IQ882706
"Wuchan Zhongda Geron Co.,Ltd.",APAC,IQ50985963
"Hanexpress.Co., Ltd",APAC,IQ5411748
"Expeditors International of Washington, Inc.",N. America,IQ270071
China Highway Engineering Consultants Corporation,APAC,IQ607161020
BBMG Corporation,APAC,IQ26722272
Dimerco Express Corporation,APAC,IQ9857995
Zhenjiang Transportation Industry Group Company Limited,APAC,IQ145031520
GB Corp,EMEA,IQ34646587
"Tibet Construction Engineering Building Materials Group Co.,Ltd.",APAC,IQ126903343
Nanjing Jiangning Economic and Technological Development Group Corporation Limited,APAC,IQ265096475
Fuyang Investment Development Group Corporation Limited,APAC,IQ570900226
Tianjin Port Development Holdings Limited,APAC,IQ27205364
Mitsubishi Paper Mills Limited,APAC,IQ876136
"Winnebago Industries, Inc.",N. America,IQ314960
"Zhengzhou Development Investment Group Co., Ltd",APAC,IQ253763392
"HuBei NengTer Technology CO.,Ltd",APAC,IQ30467276
"Triumph Group, Inc.",N. America,IQ35806
"Liuyang City Construction Group Co.,Ltd.",APAC,IQ271923539
Baoye Group Company Limited,APAC,IQ7942294
"Guangdong Sanhe Pile Co., Ltd.",APAC,IQ631265415
Western Bulk Chartering AS,EMEA,IQ225670333
"Hongshi Group Holdings Co.,Ltd",APAC,IQ36434452
"Jiangsu Shagang Co., Ltd.",APAC,IQ47097990
Huvis Corporation,APAC,IQ5487130
"DL Construction Co., Ltd.",APAC,IQ9560537
Taiga Building Products Ltd.,N. America,IQ878040
"Inner Mongolia First Machinery Group Co.,Ltd.",APAC,IQ21010250
"Tokyo Sangyo Co., Ltd.",APAC,IQ881638
"Aida Sekkei Co.,Ltd.",APAC,IQ5525492
Tianjin Port (Group)Co.Ltd,APAC,IQ54046702
Fukuda Corporation,APAC,IQ876538
"Yem Chio Co., Ltd.",APAC,IQ9829395
Minmetals Land Limited,APAC,IQ879536
"Seohee Construction Co., Ltd.",APAC,IQ5438989
"Donghao Lansheng (Group) Co., Ltd",APAC,IQ8158863
Taiwan Glass Ind. Corp.,APAC,IQ874651
Evergreen Marine Corporation (Taiwan) Ltd.,APAC,IQ878457
China Aviation Supplies Holding Company,APAC,IQ5557530
"Ichikoh Industries, Ltd.",APAC,IQ876042
Daiho Corporation,APAC,IQ874910
KUWAZAWA Holdings Corporation,APAC,IQ5503504
"Weifu High-Technology Group Co., Ltd.",APAC,IQ883320
"ChengDu Hi-Tech Development Co., Ltd.",APAC,IQ5422073
"Jiangsu Lianfa Textile Co.,Ltd",APAC,IQ47795861
"Wuhan Vehicle Valley Urban Development Group Co., LTD",APAC,IQ260658160
"Kailuan Energy Chemical Co.,Ltd.",APAC,IQ12952893
"Shanshan Group Co., Ltd.",APAC,IQ5533578
"Nanjing Iron & Steel Co., Ltd.",APAC,IQ81849794
"Zhenjiang Cultural Tourism Industry Group Co.,Ltd.",APAC,IQ288636279
China Lesso Group Holdings Limited,APAC,IQ106835239
"Yangzhou Longchuan Holding Group Co.,Ltd",APAC,IQ183061067
"POSCO STEELEON Co., Ltd.",APAC,IQ5885753
Abundance International Limited,APAC,IQ7646669
BlueLinx Holdings Inc.,N. America,IQ10004802
"Shandong Jinjing Science & Technology Stock Co.,Ltd",APAC,IQ12745529
Autech Corporation,APAC,IQ9548916
"Tellhow Sci-Tech Co., Ltd.",APAC,IQ20406570
"China Railway Wuhan Electrification Engineering Group Co., Ltd.",APAC,IQ1679834900
"CRE, Inc.",APAC,IQ146025204
Louisiana-Pacific Corporation,N. America,IQ286119
FSP Technology Inc.,APAC,IQ9829346
Asia Cement Corporation,APAC,IQ877186
Land and Houses Public Company Limited,APAC,IQ2482083
"POSCO Eco & Challenge Co., Ltd.",APAC,IQ5569287
"Changde Deyuan Investment Group Co., Ltd",APAC,IQ223188303
Jiangsu Jintan Investment Holdings Ltd,APAC,IQ413688276
Public Joint Stock Company Raspadskaya,EMEA,IQ22868134
"Guizhou Railway Investment Group Co., Ltd",APAC,IQ192231457
"Longchen Paper & Packaging Co., Ltd.",APAC,IQ1023192
"Guangdong Dongpeng Holdings Co.,Ltd.",APAC,IQ272337543
"Weihai Wendegn District Blue Ocean Investment Development Co.,Ltd.",APAC,IQ410210754
"The Keihin Co., Ltd.",APAC,IQ880463
Suzhou New District Economic Development Group Corporation,APAC,IQ36274332
Central China New Life Limited,APAC,IQ665853089
Shindonagh Construction Co. Ltd,APAC,IQ84156022
T.S. Lines Limited,APAC,IQ33029168
"Nichireki Group Co., Ltd.",APAC,IQ880678
Chongqing Dazu State Owned Asset Management Group Company Limited,APAC,IQ240749927
SUMEC Group Corporation,APAC,IQ22686884
"Xinjiang Zhongtai(Group)Co.,Ltd",APAC,IQ241308407
Pacific Basin Shipping Limited,APAC,IQ3736362
"Yancheng Dafeng District City Construction Group Co.,Ltd.",APAC,IQ244573710
Arcplus Group PLC,APAC,IQ12763489
Pingdingshan Development and Investment Holding Group co.ltd,APAC,IQ207427975
Dragon Steel Corporation,APAC,IQ12784163
"Nanjing Qixia State owned Assets Investment Group Co., Ltd.",APAC,IQ382042180
Watpac Limited,APAC,IQ876867
Sibanye Stillwater Limited,EMEA,IQ25714608
"Phihong Technology Co., Ltd.",APAC,IQ9870516
"Jiangsu Newheadline Development Group Co.,Ltd.",APAC,IQ216093473
"Guangdong Topstar Technology Co., Ltd.",APAC,IQ304101252
"Altri, SGPS, S.A.",EMEA,IQ20783030
FDK Corporation,APAC,IQ881135
3M Company,N. America,IQ289194
Fujian Construction Engineering Group Company Limited,APAC,IQ59153286
"Changshu Fengfan Power Equipment Co., Ltd.",APAC,IQ117329853
"Guangxi Liuzhou Iron and Steel Group Co., Ltd.",APAC,IQ41282500
"Dong Feng Electronic Technology Co.,Ltd.",APAC,IQ20383627
China Oriental Group Company Limited,APAC,IQ9071828
KNR Constructions Limited,APAC,IQ22662400
Sinotrans Limited,APAC,IQ6700882
Star Bulk Carriers Corp.,EMEA,IQ266636382
"Shenzhen Leaguer Co., Ltd.",APAC,IQ45316557
"Jiaxing Jiaxiu Development Investment Holding Group Co., Ltd",APAC,IQ540683309
"Nakabayashi Co., Ltd.",APAC,IQ880315
Yancheng Haixing Group Limited,APAC,IQ329848433
Dalian Port Corporation Limited,APAC,IQ10185858
Chongqing Light Industry&Textile Holding (Group)Company Limited,APAC,IQ41074274
Ningbo Zhoushan Port Group Limited,APAC,IQ142471732
Miracle Automation Engineering Co.Ltd,APAC,IQ12961356
"Chain Chon Industrial Co., Ltd.",APAC,IQ9870594
"Unifi, Inc.",N. America,IQ190965
"Shanghai Mechanical & Electrical Industry Co.,Ltd.",APAC,IQ878775
"Ilshin Spinning Co., Ltd",APAC,IQ5533472
"China Overseas Property Group Co.,Ltd",APAC,IQ32367400
HBIS Group Company Limited,APAC,IQ223700049
"Jiaxing Nanhu Towns Development and Construction Group Co., Ltd",APAC,IQ263432611
Chengdu Communication Investment Group Corporation Limited,APAC,IQ241209428
"Greif, Inc.",N. America,IQ377361
KLN Logistics Group Limited,APAC,IQ9735360
Ji'an Urban Construction Investment Development Company,APAC,IQ108719799
PT Adhi Karya (Persero) Tbk,APAC,IQ9240241
"Shanxi Installation Group Co., Ltd.",APAC,IQ656456999
"Zoomlion Heavy Industry Science and Technology Co., Ltd.",APAC,IQ9261932
"Liaoning Port Group Co., Ltd.",APAC,IQ618824739
Shougang Fushan Resources Group Limited,APAC,IQ7658031
"Xiamen Anju Holding Group Co., Ltd",APAC,IQ314103351
"Beijing Uni-Construction Group Co.,Ltd.",APAC,IQ37800094
Toa Road Corporation,APAC,IQ880724
"Financial Street Holdings Co., Ltd.",APAC,IQ12530875
"Jiangsu Yonggang Group Co.,Ltd",APAC,IQ13011216
Aichi Corporation,APAC,IQ880370
Advanced Process Systems Corporation,APAC,IQ410470087
"China Metal Products Co., Ltd.",APAC,IQ9196251
"China Design Group Co., Ltd.",APAC,IQ264206968
"Denkyo Group Holdings Co.,Ltd.",APAC,IQ5561536
"Anhui Quanchai Engine Co., Ltd.",APAC,IQ12745044
Grandy House Corporation,APAC,IQ24527649
"Jingjiang Beichen Urban and Rural Construction Investment Co., Ltd.",APAC,IQ611009478
Huainan City Construction Investment Co. Ltd,APAC,IQ268792832
"Nanjing AnJu Construction Group co.,Ltd",APAC,IQ412000584
"Weifang Binhai Tourism Group Co.,Ltd.",APAC,IQ332213468
"CCCC Third Highway Engineering Co.,Ltd",APAC,IQ36315966
"Tianjin You Fa Steel Pipe Group Stock Co., Ltd.",APAC,IQ54499872
"Rugao Communications Industry Group Co., Ltd",APAC,IQ129087402
"Huitongda Network Co., Ltd.",APAC,IQ270058482
Nisshinbo Holdings Inc.,APAC,IQ875837
"Hanaro TNS Co., Ltd.",APAC,IQ104436603
"HANSHIN Engineering & Construction Co., Ltd.",APAC,IQ2482264
"Tokyo Rope Mfg. Co., Ltd.",APAC,IQ880163
"Nakayama Steel Works, Ltd.",APAC,IQ875907
Gulermak Aglr Sanayi Insaat ve Taahhut A.S.,EMEA,IQ609852591
"Hang Xiao Steel Structure Co.,Ltd",APAC,IQ11147097
"Imasen Electric Industrial Co., Ltd.",APAC,IQ884014
"Landstar System, Inc.",N. America,IQ30675
"Chengdu ETDZ State-owned Investment Group Co., Ltd.",APAC,IQ577233541
Sany Group Company Limited,APAC,IQ5720242
Noda Corporation,APAC,IQ883407
"Lotte Aluminium Co., Ltd.",APAC,IQ5531834
Guang Dong Pearl River Investment Co.Ltd,APAC,IQ22747654
"Harbin Dongan Auto Engine Co.,Ltd",APAC,IQ5554220
CTS International Logistics Corporation Limited,APAC,IQ6491667
Hokkan Holdings Limited,APAC,IQ875725
POSCO-Thainox Public Company Limited,APAC,IQ13413267
"Shaoxing Paojiang Industry Zone Investment Development Co., Ltd.",APAC,IQ223766252
Aluminum Corporation of China Limited,APAC,IQ1539526
Fosun International Limited,APAC,IQ25067258
"UFP Industries, Inc.",N. America,IQ328243
"TangshanJidong Equipment and Engineering Co.,Ltd.",APAC,IQ13166527
"East Group Co.,Ltd",APAC,IQ49035548
Guangxi Forestry Group Company Limited,APAC,IQ137083942
DRA Global Limited,APAC,IQ538706250
"Dongwha Enterprise Co.,Ltd",APAC,IQ9870791
"Central Japan International Airport Company, Ltd.",APAC,IQ24805247
Logwin AG,EMEA,IQ669767
"Xinjiang Vital Development and Construction (Group) Co., Ltd",APAC,IQ206429123
"Dexing Investment Holding Group Co., Ltd.",APAC,IQ274885715
"Godo Steel, Ltd.",APAC,IQ876403
Bradken Limited,APAC,IQ11365458
"Nippon Thompson Co., Ltd.",APAC,IQ875961
Transdev Australasia Pty Ltd,APAC,IQ26444356
"Fujian State-Owned Assets Management Co.,Ltd.",APAC,IQ543161084
"Qinchuan Machine Tool & Tool Group Share Co., Ltd.",APAC,IQ12726193
"Urumqi Gaoxin Investment and Development Group Co.,LTD.",APAC,IQ233422578
